consolidated_longitude,consolidated_latitude,nbre_pdc,puissance_nominale
4.979,44.443,2,22.0
4.979,47.26,2,22.0
4.981,43.516,2,22.0
4.981,44.139,4,3.7
4.982,43.405,2,22.0
4.982,44.08,2,22.0
4.983,43.494,2,22.0
4.984,45.05,2,22.0
4.984,47.229,2,22.08
4.985,45.122,2,22.0
4.985,45.731,1,22.0
4.986,43.514,2,22.0
4.986,44.14,4,12.0
4.986,45.654,2,22.0
4.987,43.505,2,22.0
4.987,45.771,2,50.0
4.987,46.559,1,7.4
4.988,43.494,2,22.0
4.988,44.225,4,12.0
4.988,45.82,3,22.0
4.989,43.502,2,22.0
4.989,43.508,2,22.0
4.989,43.516,2,22.0
4.99,43.513,2,22.0
4.99,44.08,5,12.0
4.991,43.514,2,22.0
4.993,43.476,2,22.0
4.993,43.501,4,22.0
4.993,44.078,1,22.08
4.994,44.077,5,22.08
4.994,44.372,4,22.0
4.994,45.291,2,22.0
4.994,47.224,4,22.08
4.995,43.503,2,22.0
4.995,45.323,2,22.0
4.996,43.499,4,22.0
4.996,44.166,1,22.0
4.997,43.929,8,22.0
4.997,45.711,1,22.0
4.998,45.734,2,22.0
4.999,43.809,2,22.0
4.999,45.0,4,50.0
4.999,45.835,2,22.0
4.999,47.228,4,22.08
5.0,43.346,2,22.0
5.0,46.557,2,22.0
5.001,43.514,4,24.0
5.001,45.0,4,175.0
5.002,47.217,4,300.0
5.002,47.218,4,300.0
5.004,43.583,2,22.0
5.004,43.608,2,22.0
5.004,45.554,2,22.0
5.004,45.767,2,24.0
5.005,47.951,4,18.0
5.006,45.441,2,22.0
5.007,47.948,2,18.0
5.008,47.281,1,175.0
5.01,44.902,2,22.0
5.01,45.768,2,7.0
5.011,45.644,2,22.0
5.012,43.454,2,22.0
5.014,44.12,6,12.0
5.014,45.505,2,22.0
5.016,45.738,2,22.0
5.017,45.613,2,22.0
5.018,44.899,2,22.0
5.018,47.282,4,22.08
5.02,43.85,1,11.0
5.02,44.12,2,12.0
5.02,47.28,4,22.0
5.021,43.822,8,60.0
5.021,44.727,2,22.0
5.021,47.287,30,22.08
5.021,47.288,6,200.0
5.022,44.872,2,22.0
5.022,47.284,10,300.0
5.022,47.303,3,22.0
5.023,44.207,8,22.0
5.023,47.3,4,22.0
5.024,43.41,7,200.0
5.024,44.727,2,22.0
5.024,46.897,2,22.0
5.024,47.291,20,50.0
5.025,44.045,16,60.0
5.025,47.302,4,50.0
5.025,47.303,14,22.0
5.025,47.304,6,22.0
5.026,43.852,18,50.0
5.026,44.045,8,22.0
5.026,44.721,4,24.0
5.026,44.974,2,22.0
5.027,43.693,2,22.0
5.027,43.955,8,22.0
5.027,44.936,2,22.0
5.027,46.891,4,22.0
5.028,45.771,2,22.0
5.029,44.121,2,3.7
5.029,45.256,2,22.0
5.029,45.692,3,50.0
5.03,45.37,2,30.0
5.03,45.694,2,22.0
5.031,43.55,2,22.0
5.032,43.547,2,22.0
5.036,45.77,2,24.0
5.038,43.439,2,22.0
5.039,47.292,6,22.0
5.04,43.33,2,22.0
5.04,43.399,3,22.08
5.04,43.4,2,22.0
5.04,43.545,6,22.0
5.04,44.24,2,22.0
5.04,45.017,2,22.0
5.04,48.584,2,18.0
5.041,43.551,2,22.0
5.041,43.815,1,22.0
5.041,44.052,4,22.0
5.041,44.339,2,22.0
5.042,45.293,2,22.0
5.042,48.606,2,18.0
5.045,45.043,2,22.0
5.046,44.468,2,22.0
5.046,47.318,6,22.0
5.049,43.406,2,22.0
5.049,44.038,8,24.0
5.049,44.04,2,200.0
5.049,45.045,2,22.0
5.049,45.093,2,22.0
5.049,45.796,2,7.0
5.049,47.356,2,22.0
5.05,45.049,2,22.0
5.05,45.687,2,22.0
5.05,45.797,12,60.0
5.05,47.357,2,22.0
5.051,44.037,8,60.0
5.051,45.04,2,22.0
5.051,45.042,2,22.0
5.051,45.045,2,22.0
5.052,45.838,4,22.0
5.053,43.339,2,22.0
5.053,43.83,1,22.0
5.053,47.322,2,22.0
5.055,47.352,6,50.0
5.056,45.042,2,22.0
5.056,45.854,2,22.0
5.057,43.409,2,22.0
5.057,43.639,2,22.0
5.057,44.714,2,22.0
5.057,44.717,2,22.0
5.057,45.339,2,22.0
5.058,43.403,2,22.0
5.059,47.351,2,22.0
5.06,44.12,1,12.0
5.06,44.522,2,22.0
5.06,45.852,4,22.0
5.061,45.03,2,22.0
5.062,43.824,4,50.0
5.062,47.786,2,18.0
5.063,43.605,2,22.0
5.063,43.629,2,22.0
5.063,44.333,2,22.0
5.063,44.647,2,22.0
5.064,45.631,2,22.0
5.064,45.688,4,150.0
5.066,43.836,1,22.0
5.066,44.143,2,12.0
5.066,47.354,1,22.0
5.067,45.755,2,22.0
5.067,47.353,5,22.08
5.068,44.587,4,22.0
5.068,47.352,7,22.08
5.07,45.689,12,22.0
5.07,45.845,1,50.0
5.071,45.845,3,300.0
5.072,43.565,2,22.0
5.072,45.712,2,22.0
5.072,45.714,10,50.0
5.074,45.721,8,3.0
5.076,43.638,16,60.0
5.076,43.747,2,22.0
5.077,47.351,4,22.0
5.078,44.967,2,22.0
5.078,46.165,1,22.0
5.079,43.634,4,24.0
5.08,44.518,2,12.0
5.081,43.636,10,24.0
5.082,44.33,4,50.0
5.082,45.051,8,60.0
5.083,50.67,6,50.0
5.084,45.801,2,22.0
5.085,45.081,2,22.0
5.086,43.699,2,22.0
5.086,45.668,2,22.0
5.091,43.635,2,22.0
5.091,44.712,2,22.0
5.092,43.62,1,50.0
5.092,45.003,2,22.0
5.093,43.639,2,22.0
5.093,47.318,4,22.0
5.095,44.899,2,22.0
5.098,47.312,2,22.08
5.099,43.639,4,7.0
5.099,43.652,2,22.0
5.1,43.642,4,7.0
5.106,43.937,4,22.0
5.106,44.111,2,3.7
5.108,43.639,2,22.0
5.109,43.332,2,22.0
5.109,44.498,8,22.0
5.109,47.52,2,22.0
5.11,44.259,8,22.0
5.111,45.713,2,22.0
5.112,45.711,2,22.0
5.112,45.803,32,18.0
5.112,46.609,2,22.0
5.112,48.525,2,18.0
5.116,44.617,4,22.0
5.118,44.352,2,22.0
5.12,43.652,2,22.0
5.12,43.87,2,7.4
5.12,45.501,4,22.0
5.124,43.593,2,22.0
5.126,43.922,8,22.0
5.126,45.717,2,24.0
5.127,45.693,2,22.0
5.128,44.357,2,22.0
5.132,44.176,2,22.0
5.132,44.709,2,22.0
5.133,44.187,2,22.0
5.133,44.362,4,24.0
5.134,44.586,2,22.0
5.134,48.111,2,18.0
5.135,47.217,2,22.0
5.135,48.109,2,18.0
5.14,45.498,2,22.0
5.14,48.202,2,18.0
5.141,43.867,8,22.0
5.141,44.359,2,22.0
5.142,47.238,2,22.0
5.143,43.885,1,22.0
5.143,45.195,2,22.0
5.145,43.393,4,22.0
5.145,45.617,4,24.0
5.145,45.747,6,22.0
5.145,48.092,6,22.0
5.145,48.103,4,50.0
5.145,48.297,2,18.0
5.146,47.296,2,22.0
5.146,48.086,2,22.0
5.146,48.088,14,50.0
5.149,48.125,5,22.0
5.15,44.237,1,12.0
5.15,46.997,2,22.0
5.151,45.501,16,24.0
5.151,48.125,8,22.0
5.152,43.332,2,22.0
5.153,43.631,2,22.0
5.155,45.613,4,50.0
5.156,43.664,2,22.0
5.157,43.704,2,22.0
5.16,43.721,1,22.08
5.16,49.634,6,22.0
5.163,43.383,2,22.0
5.166,45.394,2,22.0
5.166,46.308,4,22.0
5.168,43.473,2,22.0
5.168,45.679,2,22.0
5.169,43.477,2,22.0
5.169,45.75,4,50.0
5.172,47.422,1,50.0
5.175,47.515,2,22.0
5.176,43.63,2,22.0
5.176,48.766,6,50.0
5.178,43.728,2,22.0
5.183,44.651,8,22.0
5.184,45.615,2,22.0
5.184,46.334,4,22.0
5.186,43.59,4,175.0
5.187,44.837,1,22.0
5.187,45.734,4,24.0
5.187,47.587,2,22.0
5.19,44.238,2,22.0
5.191,43.432,4,7.4
5.192,45.9,12,22.0
5.193,48.757,8,50.0
5.194,43.356,2,22.0
5.194,43.552,2,22.0
5.194,43.589,4,175.0
5.194,48.756,24,50.0
5.198,45.752,8,60.0
5.198,45.768,2,22.0
5.199,49.484,12,60.0
5.2,43.86,1,7.0
5.2,44.697,2,22.0
5.203,43.754,2,3.7
5.204,45.894,8,22.0
5.205,43.689,2,22.0
5.209,43.411,4,22.0
5.21,46.189,1,22.0
5.21,46.22,12,50.0
5.213,45.614,16,175.0
5.214,43.417,2,22.0
5.217,43.419,2,22.0
5.217,46.253,6,22.0
5.217,46.631,2,22.0
5.218,43.417,2,3.7
5.218,46.214,2,22.0
5.218,48.423,2,18.0
5.219,44.429,2,22.0
5.219,45.174,2,22.0
5.219,45.621,2,22.0
5.219,47.242,4,50.0
5.22,44.12,1,11.0
5.22,46.205,2,22.0
5.221,45.756,2,22.0
5.221,47.241,2,22.0
5.222,46.203,2,22.0
5.223,43.387,2,22.0
5.223,45.549,2,22.0
5.223,46.207,2,22.0
5.225,46.203,2,22.0
5.226,46.623,2,22.0
5.227,43.488,2,22.0
5.228,46.205,2,22.0
5.23,43.422,1,50.0
5.23,43.51,2,22.0
5.23,46.207,6,22.0
5.231,43.419,8,50.0
5.232,46.226,14,50.0
5.233,43.49,2,22.0
5.234,43.514,2,22.0
5.234,45.6,2,22.0
5.235,43.393,2,22.0
5.236,43.421,2,22.0
5.236,44.565,4,22.0
5.24,43.4,2,22.0
5.24,43.51,1,22.0
5.24,45.592,4,7.0
5.24,45.595,8,100.0
5.241,43.416,2,22.0
5.241,43.436,2,22.0
5.241,45.258,2,22.0
5.241,45.595,4,50.0
5.243,45.592,1,22.0
5.244,46.218,1,22.0
5.244,46.754,2,22.0
5.245,46.218,1,22.0
5.246,45.39,16,7.0
5.246,45.725,2,22.0
5.247,43.72,2,22.0
5.247,45.591,12,22.08
5.248,45.101,2,22.0
5.248,46.187,6,22.0
5.249,45.06,2,22.0
5.249,45.592,18,50.0
5.25,43.369,2,22.0
5.25,43.412,8,22.0
5.25,43.459,2,22.0
5.25,44.4,3,12.0
5.25,46.22,24,200.0
5.251,43.434,8,22.0
5.252,43.425,4,150.0
5.253,43.558,2,22.0
5.254,43.439,20,210.0
5.254,43.925,4,3.7
5.254,45.759,2,22.0
5.254,47.11,16,60.0
5.255,43.523,2,22.0
5.258,43.436,2,22.0
5.258,44.411,2,22.0
5.259,43.391,1,50.0
5.259,46.175,1,22.0
5.26,46.886,2,22.0
5.261,45.392,2,22.0
5.262,47.105,2,22.0
5.263,45.392,4,22.0
5.265,43.655,2,22.0
5.266,43.427,5,22.08
5.267,45.329,2,22.0
5.267,45.595,16,22.0
5.27,43.756,4,3.7
5.27,47.467,2,22.0
5.274,44.273,2,22.0
5.276,45.59,2,22.0
5.277,44.569,2,22.0
5.277,45.594,2,22.0
5.278,44.278,2,22.0
5.279,45.591,4,24.0
5.283,43.417,2,22.0
5.283,45.074,1,11.0
5.286,45.559,2,22.0
5.288,43.423,1,22.0
5.289,47.655,2,18.0
5.289,50.242,4,50.0
5.291,45.017,2,22.0
5.291,45.456,4,50.0
5.293,43.547,2,22.0
5.293,47.68,2,18.0
5.295,43.536,1,22.0
5.296,46.203,4,175.0
5.296,48.088,2,18.0
5.298,43.416,11,22.0
5.298,49.698,2,22.0
5.299,43.623,2,22.0
5.302,43.539,2,22.0
5.306,45.557,2,22.0
5.309,43.714,2,22.0
5.31,43.362,2,22.0
5.31,43.411,2,22.0
5.311,46.495,8,300.0
5.313,45.976,12,22.0
5.319,45.155,4,50.0
5.32,45.687,2,22.0
5.321,47.747,2,18.0
5.321,48.247,2,18.0
5.324,46.553,2,22.0
5.325,46.496,2,22.0
5.327,45.029,2,22.0
5.327,45.117,2,22.0
5.329,43.491,26,75.0
5.329,47.833,2,18.0
5.33,43.361,2,22.0
5.332,47.858,4,18.0
5.333,47.179,8,300.0
5.334,47.185,4,300.0
5.334,47.186,4,300.0
5.335,45.395,1,22.0
5.335,47.832,4,22.0
5.336,47.862,2,18.0
5.337,43.358,2,22.0
5.337,45.356,2,22.0
5.337,45.852,2,22.0
5.339,43.36,4,50.0
5.341,43.394,2,22.0
5.341,47.872,6,50.0
5.341,48.027,2,18.0
5.343,45.06,2,22.0
5.344,45.341,2,22.0
5.347,43.486,2,22.0
5.347,48.036,2,22.0
5.349,43.381,2,22.0
5.349,45.342,2,22.0
5.35,45.898,4,22.0
5.35,45.982,3,22.0
5.351,43.286,2,22.0
5.353,43.46,2,22.0
5.353,43.572,2,22.0
5.354,43.491,2,22.0
5.354,44.757,2,22.0
5.356,43.29,2,22.0
5.356,43.371,2,22.0
5.356,43.379,4,225.0
5.356,44.414,2,22.0
5.357,43.34,2,22.0
5.357,43.354,4,7.4
5.357,43.421,5,22.0
5.358,43.292,2,22.0
5.36,43.342,2,22.0
5.36,43.414,52,360.0
5.362,43.38,2,22.0
5.362,45.391,2,22.0
5.363,43.324,2,22.0
5.363,43.766,2,22.0
5.363,45.639,2,22.0
5.364,43.333,2,22.0
5.366,43.291,2,22.0
5.366,43.299,2,22.0
5.366,43.399,2,22.0
5.366,43.416,6,22.0
5.366,47.525,2,22.0
5.367,43.311,6,3.0
5.367,43.312,30,7.0
5.368,43.308,2,22.0
5.368,44.756,2,22.0
5.369,43.301,2,22.0
5.369,43.315,2,22.0
5.369,43.401,4,7.4
5.369,49.183,6,50.0
5.37,43.286,2,22.0
5.37,43.313,2,22.0
5.37,43.422,3,12.0
5.37,44.896,2,22.0
5.371,43.297,2,22.0
5.371,43.309,12,24.0
5.371,43.491,2,22.0
5.371,49.184,4,25.0
5.372,43.292,33,7.0
5.372,43.313,2,22.0
5.373,44.751,2,22.0
5.373,47.869,2,18.0
5.374,43.288,2,22.0
5.374,43.291,2,22.0
5.375,43.285,2,22.0
5.375,43.332,2,22.0
5.376,44.18,2,22.0
5.377,43.317,2,22.0
5.377,43.738,8,22.0
5.378,43.322,2,22.0
5.379,43.281,4,7.4
5.379,43.288,2,22.0
5.379,43.348,4,7.4
5.381,43.302,2,22.0
5.381,43.484,6,50.0
5.381,44.486,2,22.0
5.381,49.159,8,24.0
5.382,43.247,2,22.0
5.382,43.299,2,22.0
5.382,43.325,2,22.0
5.382,43.941,8,22.0
5.383,43.271,2,22.0
5.383,43.28,2,22.0
5.383,43.316,4,175.0
5.384,43.285,2,22.0
5.384,43.288,2,22.0
5.384,47.193,2,22.0
5.387,43.295,2,22.0
5.388,43.279,2,22.0
5.388,43.285,2,22.0
5.388,43.504,2,22.0
5.389,45.491,2,22.0
5.39,43.273,2,22.0
5.39,43.31,2,22.0
5.39,43.88,2,22.0
5.391,43.248,4,7.4
5.391,43.289,2,22.0
5.392,43.283,4,7.4
5.393,43.264,2,22.0
5.393,43.265,6,22.0
5.393,43.305,2,22.0
5.394,43.33,2,22.0
5.395,43.266,2,22.0
5.396,43.289,2,22.0
5.397,43.303,2,22.0
5.398,43.242,2,22.0
5.398,43.296,2,22.0
5.398,43.315,2,22.0
5.398,45.544,2,22.0
5.399,43.507,5,22.08
5.399,43.875,8,22.0
5.4,43.248,2,22.0
5.4,43.276,16,22.08
5.4,43.278,10,50.0
5.4,43.289,2,22.0
5.4,43.3,2,22.0
5.4,43.44,4,22.0
5.4,45.484,1,22.0
5.4,45.805,8,60.0
5.401,43.277,12,22.08
5.401,43.303,2,22.0
5.401,43.31,2,22.0
5.401,49.148,2,22.0
5.402,44.712,2,22.0
5.403,43.508,14,50.0
5.403,43.68,2,22.0
5.404,43.238,2,22.0
5.404,43.29,1,24.0
5.404,43.296,2,22.0
5.404,43.679,2,22.0
5.404,43.829,1,22.0
5.405,43.317,2,22.0
5.405,45.814,2,22.0
5.406,43.508,4,50.0
5.406,46.086,2,22.0
5.406,46.857,2,22.0
5.407,47.035,6,50.0
5.408,43.28,2,22.0
5.409,43.259,2,22.0
5.409,43.58,4,22.0
5.409,44.93,8,22.0
5.41,43.272,4,7.4
5.41,43.32,2,22.0
5.41,43.336,2,22.0
5.41,49.144,6,22.0
5.411,45.208,2,22.0
5.412,43.245,2,3.7
5.412,43.478,2,22.0
5.413,43.233,2,7.0
5.413,43.46,2,22.0
5.413,45.171,2,22.0
5.413,48.271,2,18.0
5.414,43.269,2,22.0
5.414,43.327,2,22.0
5.416,47.304,2,22.0
5.417,43.279,2,22.0
5.417,43.304,2,22.0
5.417,43.533,12,300.0
5.417,44.969,2,22.0
5.417,45.582,2,22.0
5.418,43.485,2,22.0
5.419,43.279,1,22.0
5.419,43.295,4,7.4
5.419,43.33,2,22.0
5.419,43.537,2,22.0
5.419,43.557,2,22.0
5.42,43.302,2,7.0
5.42,43.522,2,22.0
5.42,45.4,2,22.0
5.42,49.17,4,22.0
5.421,43.512,32,200.0
5.422,43.253,2,22.0
5.422,43.27,2,22.0
5.422,43.318,2,22.0
5.422,43.581,2,22.0
5.422,45.393,2,22.0
5.423,43.282,14,22.0
5.423,43.441,2,22.0
5.424,45.443,2,22.0
5.426,43.297,2,22.0
5.426,44.379,2,22.0
5.427,43.329,2,22.0
5.429,47.053,1,3.0
5.431,43.283,2,22.0
5.431,43.344,4,3.7
5.431,43.577,1,22.0
5.431,45.568,2,60.0
5.432,43.32,2,22.0
5.432,43.525,2,22.0
5.434,43.562,2,22.0
5.434,47.804,2,18.0
5.435,43.284,8,22.0
5.435,43.311,4,7.4
5.435,43.664,2,22.0
5.436,43.343,2,22.0
5.436,43.512,4,150.0
5.436,43.516,2,22.0
5.437,43.43,2,22.0
5.438,43.232,4,11.0
5.438,43.352,2,22.0
5.438,43.509,2,22.0
5.439,43.29,2,22.0
5.44,43.281,2,22.0
5.44,45.223,2,22.0
5.442,44.174,2,22.0
5.443,43.297,2,3.7
5.443,45.02,2,22.0
5.443,45.563,2,22.0
5.444,43.529,2,22.0
5.445,43.449,4,22.0
5.446,43.519,2,22.0
5.447,43.343,2,22.0
5.448,43.507,128,22.0
5.448,47.063,2,22.0
5.449,43.345,2,3.7
5.449,43.451,2,22.0
5.45,43.303,2,22.0
5.45,43.312,2,22.0
5.45,43.519,2,22.0
5.45,43.528,4,11.0
5.451,43.524,2,22.0
5.451,44.616,2,22.0
5.453,43.53,2,22.0
5.454,43.292,4,175.0
5.455,43.325,2,22.0
5.46,43.289,2,22.0
5.46,43.556,2,22.0
5.461,43.526,2,22.0
5.461,43.534,2,22.0
5.461,47.077,8,24.0
5.464,43.313,2,22.0
5.464,43.343,2,22.0
5.464,43.345,2,7.0
5.465,43.345,4,24.0
5.465,43.348,2,22.0
5.465,43.435,2,22.0
5.465,46.749,12,60.0
5.465,50.683,6,50.0
5.466,43.512,4,22.0
5.467,43.36,2,22.0
5.468,43.335,2,22.0
5.47,43.452,2,22.0
5.471,44.389,2,22.0
5.471,45.651,2,22.0
5.471,49.456,2,22.0
5.473,45.674,2,22.0
5.474,43.456,2,22.0
5.476,45.385,2,22.0
5.477,43.477,2,22.0
5.477,45.486,2,22.0
5.478,43.352,2,22.0
5.482,43.298,2,22.0
5.482,43.691,2,22.0
5.483,43.29,12,22.0
5.483,45.296,2,22.0
5.483,45.672,2,60.0
5.483,48.009,2,18.0
5.484,43.286,2,3.7
5.484,43.337,2,22.0
5.484,44.032,1,22.0
5.486,43.6,2,22.0
5.488,43.358,2,22.0
5.488,43.511,2,22.0
5.489,43.29,8,100.0
5.489,47.089,4,22.0
5.49,45.67,1,7.0
5.49,47.082,2,22.0
5.491,44.297,4,22.0
5.492,47.999,2,18.0
5.493,46.114,16,175.0
5.494,43.291,1,22.0
5.494,43.302,2,22.0
5.495,43.473,2,22.0
5.495,46.676,2,36.0
5.497,43.288,1,22.0
5.497,47.977,1,54.0
5.498,47.974,3,300.0
5.499,47.975,1,54.0
5.499,47.978,1,300.0
5.501,43.3,2,22.0
5.501,43.509,12,60.0
5.502,43.693,2,22.0
5.504,43.683,4,50.0
5.504,45.35,2,22.0
5.504,45.61,2,22.0
5.505,43.417,2,22.0
5.509,46.004,2,22.0
5.51,43.301,2,22.0
5.512,43.312,2,22.0
5.513,43.287,2,22.0
5.514,43.503,15,160.0
5.514,45.428,2,22.0
5.514,47.617,2,22.0
5.517,43.281,2,22.0
5.523,43.496,15,160.0
5.523,45.543,2,22.0
5.526,43.408,2,22.0
5.527,43.637,2,22.0
5.527,45.033,2,22.0
5.527,45.59,4,22.0
5.528,45.127,2,22.0
5.528,46.672,2,22.0
5.53,43.49,20,160.0
5.531,49.15,1,22.0
5.536,43.219,2,22.0
5.536,43.287,3,22.08
5.536,46.675,2,11.0
5.538,43.214,6,3.7
5.538,44.202,2,22.0
5.539,45.28,2,22.0
5.54,43.435,2,22.0
5.54,45.627,4,50.0
5.544,45.174,2,22.0
5.545,43.284,2,22.0
5.547,44.082,2,22.0
5.548,43.729,8,22.0
5.548,46.675,2,22.0
5.552,45.072,2,22.0
5.553,46.669,4,22.0
5.554,46.219,2,22.0
5.556,45.048,2,22.0
5.558,43.453,2,22.0
5.558,46.694,5,22.08
5.558,46.696,2,22.0
5.559,45.088,1,22.0
5.559,50.593,10,22.0
5.56,45.535,4,50.0
5.56,46.74,1,22.0
5.56,50.585,2,22.0
5.563,43.291,2,22.0
5.563,45.565,8,22.08
5.564,45.328,2,22.0
5.566,47.28,2,18.0
5.567,43.256,2,22.0
5.569,44.903,2,22.0
5.569,50.599,4,22.0
5.57,45.35,2,22.0
5.572,46.67,8,60.0
5.573,43.289,2,22.0
5.575,43.293,2,22.0
5.576,44.975,2,22.0
5.576,46.672,16,50.0
5.578,43.385,2,22.0
5.579,45.382,3,22.08
5.58,48.32,2,25.0
5.583,45.13,2,22.0
5.584,43.308,2,22.0
5.584,48.2,2,18.0
5.585,43.288,1,22.0
5.585,43.646,2,22.0
5.585,45.537,2,22.0
5.585,47.149,1,300.0
5.587,45.366,4,24.0
5.588,43.249,2,22.0
5.588,45.368,2,22.0
5.588,47.449,2,22.0
5.59,47.455,2,22.0
5.591,43.761,2,22.0
5.592,43.856,2,22.0
5.592,45.322,1,22.0
5.592,47.434,2,22.0
5.594,45.363,4,50.0
5.596,47.449,2,22.0
5.598,45.35,2,22.0
5.599,43.337,2,22.0
5.599,43.555,2,22.0
5.6,49.448,2,22.0
5.601,47.783,2,18.0
5.602,43.206,8,22.0
5.603,43.287,2,22.0
5.604,43.174,8,22.0
5.604,43.349,2,22.0
5.604,49.444,2,22.0
5.605,43.377,2,22.0
5.607,44.172,2,22.0
5.608,45.587,2,22.0
5.609,43.191,8,22.0
5.609,43.466,12,60.0
5.611,43.179,8,22.0
5.613,44.415,2,22.0
5.613,49.436,2,22.0
5.615,49.432,2,22.0
5.617,46.232,2,22.0
5.62,46.51,2,22.0
5.621,47.896,2,18.0
5.622,44.826,2,22.0
5.624,43.481,2,22.0
5.624,45.255,1,7.0
5.624,45.279,12,175.0
5.625,43.21,2,22.0
5.627,43.189,6,22.0
5.627,43.293,2,22.0
5.628,44.038,2,22.0
5.629,43.297,2,3.7
5.63,45.171,2,22.0
5.63,45.578,9,300.0
5.631,43.214,4,24.0
5.631,50.592,6,50.0
5.632,43.2,8,22.0
5.633,43.369,2,22.0
5.634,44.916,2,22.0
5.636,43.636,2,22.0
5.637,45.456,2,22.0
5.638,44.789,4,50.0
5.638,45.296,2,22.0
5.639,43.448,2,22.0
5.651,43.369,8,60.0
5.654,45.249,8,22.08
5.657,45.245,2,22.0
5.661,45.213,4,7.4
5.661,45.254,8,7.4
5.664,45.207,2,22.0
5.665,45.242,6,22.08
5.666,46.284,5,22.08
5.669,45.243,4,7.4
5.671,44.907,2,22.0
5.671,45.535,2,22.0
5.673,43.525,2,22.0
5.675,45.194,5,22.08
5.677,47.557,2,18.0
5.678,44.758,2,22.0
5.68,45.192,1,22.0
5.681,45.19,9,22.08
5.684,45.232,1,25.0
5.687,48.355,4,50.0
5.688,43.449,2,22.0
5.689,45.191,4,25.0
5.69,45.148,14,22.0
5.69,45.53,8,60.0
5.691,45.165,6,7.4
5.693,45.179,18,200.0
5.694,44.313,2,22.0
5.694,45.159,5,22.0
5.695,43.167,2,22.0
5.696,45.151,2,22.0
5.696,45.18,2,22.0
5.699,45.123,8,22.0
5.699,45.205,2,22.0
5.701,43.275,2,22.0
5.701,43.48,3,22.0
5.702,44.62,2,22.0
5.703,44.971,2,22.0
5.704,45.138,12,22.0
5.704,45.184,12,22.0
5.704,48.37,4,7.0
5.705,43.186,2,22.0
5.705,45.202,2,22.0
5.706,43.384,2,22.0
5.707,44.666,2,22.0
5.709,43.181,2,22.0
5.709,45.145,4,22.08
5.709,45.194,6,100.0
5.71,43.686,2,22.0
5.71,49.414,2,22.0
5.711,45.196,2,22.0
5.713,45.17,2,22.0
5.713,45.192,2,22.0
5.713,45.196,1,22.0
5.713,49.506,9,100.0
5.714,45.186,2,22.0
5.715,46.998,2,22.0
5.717,43.909,2,22.0
5.718,44.429,6,50.0
5.72,45.185,2,22.0
5.72,45.51,2,22.0
5.721,45.184,2,22.0
5.722,45.181,2,22.0
5.723,46.421,1,22.0
5.724,45.189,2,22.0
5.725,45.175,2,22.0
5.726,45.181,1,22.0
5.726,45.193,2,22.0
5.727,46.696,2,22.0
5.728,45.188,16,22.0
5.729,45.189,10,22.0
5.73,44.488,2,22.0
5.73,45.186,12,22.0
5.732,43.694,1,22.0
5.732,45.194,2,22.0
5.737,43.504,2,22.0
5.738,45.188,1,3.7
5.738,45.39,2,22.0
5.738,48.362,2,22.0
5.741,49.516,5,50.0
5.742,49.293,2,22.0
5.745,44.96,2,22.0
5.746,47.951,4,18.0
5.747,49.495,1,7.0
5.75,43.811,2,22.0
5.75,45.199,15,22.0
5.752,43.606,2,22.0
5.752,44.521,2,22.0
5.752,45.434,2,22.0
5.752,46.916,6,50.0
5.753,43.135,2,22.0
5.754,43.198,2,22.0
5.754,44.817,2,22.0
5.755,43.252,4,7.0
5.756,49.389,2,22.0
5.757,43.609,2,22.0
5.757,45.165,2,22.0
5.757,45.192,2,22.0
5.76,45.16,2,11.0
5.762,45.187,8,60.0
5.762,45.211,4,22.0
5.765,43.787,2,22.0
5.765,43.936,2,22.0
5.765,45.184,2,22.0
5.766,45.203,12,50.0
5.769,45.087,2,22.08
5.77,45.192,2,22.0
5.772,43.176,2,22.0
5.773,43.18,8,60.0
5.773,47.292,2,18.0
5.774,49.524,2,22.0
5.775,47.234,1,22.0
5.776,45.021,2,22.0
5.777,45.185,8,24.0
5.779,44.952,2,22.0
5.779,49.289,2,22.0
5.78,43.959,4,24.0
5.78,48.07,2,25.0
5.781,43.833,2,22.0
5.781,44.043,2,22.0
5.782,43.959,2,22.0
5.782,47.04,2,18.0
5.784,43.83,2,22.0
5.784,43.835,2,22.0
5.785,43.25,2,7.0
5.785,43.372,2,22.0
5.785,43.472,2,22.0
5.785,45.185,2,22.0
5.785,49.308,2,22.0
5.785,49.519,2,22.0
5.786,45.211,4,22.0
5.787,43.832,4,50.0
5.788,43.824,6,50.0
5.788,49.501,2,22.0
5.791,45.209,15,160.0
5.794,43.821,4,50.0
5.797,43.83,2,22.0
5.799,43.196,2,22.0
5.799,43.817,4,50.0
5.801,43.075,2,22.0
5.801,43.12,2,22.0
5.801,43.824,4,50.0
5.803,43.815,3,12.0
5.803,45.227,2,22.0
5.804,43.197,2,22.0
5.804,49.321,2,22.0
5.805,43.075,2,22.0
5.805,43.829,2,22.0
5.805,43.838,1,22.0
5.806,43.117,2,22.0
5.806,43.195,2,22.0
5.807,43.081,2,22.0
5.807,43.898,2,22.0
5.812,43.1,4,22.0
5.812,43.112,2,22.0
5.813,44.273,2,22.0
5.813,45.222,4,50.0
5.814,43.11,2,22.0
5.815,43.127,6,22.0
5.815,46.088,1,22.0
5.815,47.407,2,22.0
5.816,45.342,2,22.0
5.821,45.241,2,22.0
5.823,43.101,2,22.0
5.824,43.144,2,12.0
